date,ticker,price,daily_change,market_cap,trailing_pe,eps,52w_high,52w_low,open,high,low,close,volume
2025-12-12,KO,70.04 USD,+2.04%,N/A,N/A,N/A,N/A,N/A,68.64,70.14,68.57,70.04,18.44M
2025-12-12,KTOS,75.96 USD,-3.58%,N/A,N/A,N/A,N/A,N/A,78.93,79.40,75.20,75.96,1.92M
2025-12-12,MOD,139.88 USD,-15.32%,N/A,N/A,N/A,N/A,N/A,163.73,163.93,138.64,139.88,2.23M
2025-12-12,NXT,86.75 USD,-7.15%,N/A,N/A,N/A,N/A,N/A,93.43,93.50,85.08,86.75,2.83M
2025-12-12,ORA,113.12 USD,-1.43%,N/A,N/A,N/A,N/A,N/A,114.48,115.02,112.20,113.12,"643,900"
2025-12-12,OXY,40.88 USD,-0.32%,N/A,N/A,N/A,N/A,N/A,41.15,41.32,40.72,40.88,6.83M
2025-12-12,PL,18.24 USD,+4.41%,N/A,N/A,N/A,N/A,N/A,18.44,19.10,17.37,18.24,31.33M
2025-12-12,PLUG,2.32 USD,-1.69%,N/A,N/A,N/A,N/A,N/A,2.37,2.46,2.30,2.32,114.45M
2025-12-12,RDW,7.29 USD,-4.95%,N/A,N/A,N/A,N/A,N/A,7.78,8.20,7.19,7.29,12.89M
2025-12-12,RKLB,61.49 USD,-3.21%,N/A,N/A,N/A,N/A,N/A,62.50,65.18,59.80,61.49,33.55M
2025-12-12,SPIR,9.63 USD,-3.31%,N/A,N/A,N/A,N/A,N/A,10.12,10.19,9.22,9.63,"562,700"
2025-12-12,T,24.04 USD,+1.15%,N/A,N/A,N/A,N/A,N/A,23.86,24.27,23.74,24.04,34.21M
2025-12-12,XOM,117.24 USD,-0.60%,N/A,N/A,N/A,N/A,N/A,117.85,118.32,116.73,117.24,14.46M
2025-12-12,XYL,136.10 USD,-2.11%,N/A,N/A,N/A,N/A,N/A,139.47,139.54,135.47,136.10,1.70M
2025-12-15,AAPL,273.60 USD,-1.50%,N/A,N/A,N/A,N/A,N/A,279.63,279.63,272.33,273.60,50.41M
2025-12-15,ALAB,143.66 USD,-3.49%,N/A,N/A,N/A,N/A,N/A,150.50,152.19,143.08,143.66,5.50M
2025-12-15,AMD,207.58 USD,-1.52%,N/A,N/A,N/A,N/A,N/A,212.28,215.36,206.58,207.58,27.22M
2025-12-15,ATKR,63.98 USD,-0.14%,N/A,N/A,N/A,N/A,N/A,65.01,65.01,63.47,63.98,"588,000"
2025-12-15,AVAV,235.32 USD,-1.54%,N/A,N/A,N/A,N/A,N/A,240.50,243.20,231.13,235.32,1.12M
2025-12-15,CAT,587.27 USD,-1.36%,N/A,N/A,N/A,N/A,N/A,599.98,601.59,585.40,587.27,3.97M
2025-12-15,COHR,178.45 USD,+0.06%,N/A,N/A,N/A,N/A,N/A,183.83,186.53,177.00,178.45,4.51M
2025-12-15,DD,40.29 USD,-0.78%,N/A,N/A,N/A,N/A,N/A,40.97,41.16,40.04,40.29,5.96M
2025-12-15,FLNC,21.52 USD,-3.02%,N/A,N/A,N/A,N/A,N/A,22.61,22.68,21.36,21.52,4.33M
2025-12-15,HUM,272.42 USD,+2.34%,N/A,N/A,N/A,N/A,N/A,266.56,272.61,263.14,272.42,2.03M
2025-12-15,IONQ,46.07 USD,-8.50%,N/A,N/A,N/A,N/A,N/A,50.78,51.00,45.18,46.07,22.53M
2025-12-15,KEY,20.06 USD,-0.97%,N/A,N/A,N/A,N/A,N/A,20.47,20.47,20.04,20.06,18.20M
2025-12-15,KO,70.49 USD,+0.64%,N/A,N/A,N/A,N/A,N/A,69.95,70.83,69.84,70.49,18.66M
2025-12-15,KTOS,74.26 USD,-2.24%,N/A,N/A,N/A,N/A,N/A,76.27,76.42,73.10,74.26,1.75M
2025-12-15,MOD,142.27 USD,+1.71%,N/A,N/A,N/A,N/A,N/A,142.36,145.75,136.93,142.27,1.25M
2025-12-15,NXT,87.16 USD,+0.47%,N/A,N/A,N/A,N/A,N/A,88.10,88.16,85.18,87.16,1.52M
2025-12-15,ORA,113.25 USD,+0.11%,N/A,N/A,N/A,N/A,N/A,114.48,114.49,112.11,113.25,"525,400"
2025-12-15,OXY,40.00 USD,-2.14%,N/A,N/A,N/A,N/A,N/A,40.83,40.85,39.58,40.00,11.34M
2025-12-15,PL,18.05 USD,-1.04%,N/A,N/A,N/A,N/A,N/A,18.81,19.69,17.64,18.05,18.50M
2025-12-15,PLUG,2.22 USD,-4.31%,N/A,N/A,N/A,N/A,N/A,2.34,2.41,2.21,2.22,94.45M
2025-12-15,RDW,6.89 USD,-5.49%,N/A,N/A,N/A,N/A,N/A,7.54,7.75,6.58,6.89,13.32M
2025-12-15,RKLB,55.41 USD,-9.89%,N/A,N/A,N/A,N/A,N/A,63.05,64.56,55.08,55.41,32.93M
2025-12-15,SPIR,9.08 USD,-5.71%,N/A,N/A,N/A,N/A,N/A,9.82,9.94,9.00,9.08,"394,000"
2025-12-15,T,23.78 USD,-1.10%,N/A,N/A,N/A,N/A,N/A,23.96,24.09,23.69,23.78,37.16M
2025-12-15,XOM,116.19 USD,-0.89%,N/A,N/A,N/A,N/A,N/A,117.42,117.44,115.29,116.19,16.36M
2025-12-15,XYL,137.24 USD,+0.84%,N/A,N/A,N/A,N/A,N/A,136.80,137.27,135.62,137.24,1.44M
2025-12-16,AAPL,274.10 USD,+0.18%,N/A,N/A,N/A,N/A,N/A,272.31,274.99,271.29,274.10,37.65M
2025-12-16,ALAB,144.94 USD,+0.89%,N/A,N/A,N/A,N/A,N/A,141.55,147.25,140.61,144.94,3.55M
2025-12-16,AMD,209.17 USD,+0.77%,N/A,N/A,N/A,N/A,N/A,206.92,210.22,205.11,209.17,23.47M
2025-12-16,ATKR,63.45 USD,-0.82%,N/A,N/A,N/A,N/A,N/A,64.04,64.30,63.11,63.45,"479,900"
2025-12-16,AVAV,234.65 USD,-0.28%,N/A,N/A,N/A,N/A,N/A,232.66,237.68,231.95,234.65,"981,500"
2025-12-16,CAT,586.44 USD,-0.14%,N/A,N/A,N/A,N/A,N/A,588.20,596.13,583.80,586.44,2.32M
2025-12-16,COHR,175.20 USD,-1.82%,N/A,N/A,N/A,N/A,N/A,177.55,182.56,172.06,175.20,4.32M
2025-12-16,DD,40.13 USD,-0.39%,N/A,N/A,N/A,N/A,N/A,40.31,40.52,39.88,40.13,5.40M
2025-12-16,FLNC,21.31 USD,-0.98%,N/A,N/A,N/A,N/A,N/A,20.81,21.37,18.52,21.31,6.08M
2025-12-16,HUM,255.98 USD,-6.03%,N/A,N/A,N/A,N/A,N/A,265.85,268.07,253.89,255.98,3.00M
2025-12-16,IONQ,49.67 USD,+7.81%,N/A,N/A,N/A,N/A,N/A,46.94,49.90,46.90,49.67,16.64M
2025-12-16,KEY,20.18 USD,+0.59%,N/A,N/A,N/A,N/A,N/A,20.16,20.28,19.99,20.18,18.77M
2025-12-16,KO,69.89 USD,-0.85%,N/A,N/A,N/A,N/A,N/A,70.81,70.81,69.84,69.89,17.37M
2025-12-16,KTOS,73.13 USD,-1.52%,N/A,N/A,N/A,N/A,N/A,73.00,74.63,72.42,73.13,1.89M
2025-12-16,MOD,138.59 USD,-2.59%,N/A,N/A,N/A,N/A,N/A,141.00,142.04,138.00,138.59,1.16M
2025-12-16,NXT,88.00 USD,+0.96%,N/A,N/A,N/A,N/A,N/A,87.02,88.36,85.31,88.00,1.80M
2025-12-16,ORA,110.92 USD,-2.06%,N/A,N/A,N/A,N/A,N/A,113.22,114.21,110.64,110.92,"814,600"
2025-12-16,OXY,38.74 USD,-3.16%,N/A,N/A,N/A,N/A,N/A,39.60,39.64,38.62,38.74,13.13M
2025-12-16,PL,17.88 USD,-0.94%,N/A,N/A,N/A,N/A,N/A,17.65,18.28,16.93,17.88,14.14M
2025-12-16,PLUG,2.29 USD,+3.15%,N/A,N/A,N/A,N/A,N/A,2.18,2.34,2.16,2.29,97.12M
2025-12-16,RDW,6.59 USD,-4.35%,N/A,N/A,N/A,N/A,N/A,6.66,6.84,6.32,6.59,7.96M
2025-12-16,RKLB,55.49 USD,+0.14%,N/A,N/A,N/A,N/A,N/A,54.19,56.73,52.68,55.49,22.45M
2025-12-16,SPIR,9.27 USD,+2.09%,N/A,N/A,N/A,N/A,N/A,9.00,9.43,9.00,9.27,"410,700"
2025-12-16,T,23.54 USD,-0.99%,N/A,N/A,N/A,N/A,N/A,23.83,23.86,23.49,23.54,35.70M
2025-12-16,XOM,113.15 USD,-2.62%,N/A,N/A,N/A,N/A,N/A,115.21,115.28,113.08,113.15,17.64M
2025-12-16,XYL,136.60 USD,-0.47%,N/A,N/A,N/A,N/A,N/A,137.63,138.56,135.76,136.60,1.22M
2025-12-17,AAPL,271.34 USD,-1.01%,N/A,N/A,N/A,N/A,N/A,274.50,275.65,271.14,271.34,50.14M
2025-12-17,ALAB,140.24 USD,-3.24%,N/A,N/A,N/A,N/A,N/A,149.77,152.76,140.10,140.24,4.51M
2025-12-17,AMD,198.11 USD,-5.29%,N/A,N/A,N/A,N/A,N/A,210.04,211.50,197.53,198.11,31.60M
2025-12-17,ATKR,63.13 USD,-0.50%,N/A,N/A,N/A,N/A,N/A,63.10,64.41,62.40,63.13,"414,500"
2025-12-17,AVAV,229.10 USD,-2.37%,N/A,N/A,N/A,N/A,N/A,235.00,240.29,227.47,229.10,"882,700"
2025-12-17,CAT,559.51 USD,-4.59%,N/A,N/A,N/A,N/A,N/A,585.10,588.50,555.10,559.51,3.75M
2025-12-17,COHR,170.44 USD,-2.72%,N/A,N/A,N/A,N/A,N/A,180.00,186.67,170.12,170.44,4.58M
2025-12-17,DD,40.28 USD,+0.37%,N/A,N/A,N/A,N/A,N/A,40.12,40.65,39.91,40.28,4.67M
2025-12-17,FLNC,18.57 USD,-12.86%,N/A,N/A,N/A,N/A,N/A,21.71,21.72,18.48,18.57,4.99M
2025-12-17,HUM,258.08 USD,+0.82%,N/A,N/A,N/A,N/A,N/A,255.29,263.83,254.18,258.08,1.08M
2025-12-17,IONQ,45.85 USD,-7.69%,N/A,N/A,N/A,N/A,N/A,50.22,52.15,45.76,45.85,20.24M
2025-12-17,KEY,20.39 USD,+1.07%,N/A,N/A,N/A,N/A,N/A,20.22,20.48,20.22,20.39,16.30M
2025-12-17,KO,70.19 USD,+0.43%,N/A,N/A,N/A,N/A,N/A,70.09,70.44,69.83,70.19,13.67M
2025-12-17,KTOS,69.77 USD,-4.59%,N/A,N/A,N/A,N/A,N/A,73.13,74.24,69.31,69.77,2.27M
2025-12-17,MOD,128.39 USD,-7.36%,N/A,N/A,N/A,N/A,N/A,137.62,139.94,125.40,128.39,2.59M
2025-12-17,NXT,85.83 USD,-2.47%,N/A,N/A,N/A,N/A,N/A,88.11,89.50,84.61,85.83,2.04M
2025-12-17,ORA,108.62 USD,-2.07%,N/A,N/A,N/A,N/A,N/A,111.18,111.18,106.87,108.62,"709,300"
2025-12-17,OXY,40.44 USD,+4.39%,N/A,N/A,N/A,N/A,N/A,39.12,40.69,39.07,40.44,13.94M
2025-12-17,PL,16.47 USD,-7.89%,N/A,N/A,N/A,N/A,N/A,18.18,18.55,16.43,16.47,13.76M
2025-12-17,PLUG,2.16 USD,-5.68%,N/A,N/A,N/A,N/A,N/A,2.28,2.44,2.14,2.16,81.99M
2025-12-17,RDW,6.44 USD,-2.28%,N/A,N/A,N/A,N/A,N/A,6.78,7.02,6.34,6.44,7.79M
2025-12-17,RKLB,53.96 USD,-2.76%,N/A,N/A,N/A,N/A,N/A,56.10,56.91,53.08,53.96,23.76M
2025-12-17,SPIR,7.02 USD,-24.27%,N/A,N/A,N/A,N/A,N/A,7.10,7.57,6.60,7.02,4.11M
2025-12-17,T,23.83 USD,+1.20%,N/A,N/A,N/A,N/A,N/A,23.58,23.92,23.55,23.83,39.46M
2025-12-17,XOM,115.85 USD,+2.38%,N/A,N/A,N/A,N/A,N/A,113.68,116.05,113.64,115.85,18.50M
2025-12-17,XYL,135.88 USD,-0.52%,N/A,N/A,N/A,N/A,N/A,136.05,137.53,135.33,135.88,1.43M
2025-12-18,AAPL,271.69 USD,+0.13%,N/A,N/A,N/A,N/A,N/A,273.10,273.12,266.45,271.69,51.63M
2025-12-18,ALAB,145.88 USD,+4.02%,N/A,N/A,N/A,N/A,N/A,144.99,148.88,143.68,145.88,3.37M
2025-12-18,AMD,201.06 USD,+1.49%,N/A,N/A,N/A,N/A,N/A,203.82,206.36,200.50,201.06,29.72M
2025-12-18,ATKR,63.34 USD,+0.33%,N/A,N/A,N/A,N/A,N/A,64.29,64.71,63.23,63.34,"262,200"
2025-12-18,AVAV,230.69 USD,+0.69%,N/A,N/A,N/A,N/A,N/A,233.26,238.21,230.64,230.69,"805,000"
2025-12-18,CAT,563.44 USD,+0.70%,N/A,N/A,N/A,N/A,N/A,566.10,572.23,559.53,563.44,2.19M
2025-12-18,COHR,175.71 USD,+3.09%,N/A,N/A,N/A,N/A,N/A,178.75,179.50,170.61,175.71,4.71M
2025-12-18,DD,40.19 USD,-0.22%,N/A,N/A,N/A,N/A,N/A,40.53,40.67,40.14,40.19,5.54M
2025-12-18,FLNC,19.31 USD,+3.98%,N/A,N/A,N/A,N/A,N/A,20.48,20.82,19.00,19.31,4.41M
2025-12-18,HUM,258.47 USD,+0.15%,N/A,N/A,N/A,N/A,N/A,257.11,264.45,255.24,258.47,1.30M
2025-12-18,IONQ,46.44 USD,+1.29%,N/A,N/A,N/A,N/A,N/A,48.13,48.72,46.04,46.44,16.22M
2025-12-18,KEY,20.53 USD,+0.67%,N/A,N/A,N/A,N/A,N/A,20.49,20.71,20.44,20.53,16.18M
2025-12-18,KO,69.88 USD,-0.44%,N/A,N/A,N/A,N/A,N/A,69.79,70.32,69.69,69.88,15.52M
2025-12-18,KTOS,71.40 USD,+2.34%,N/A,N/A,N/A,N/A,N/A,70.94,72.41,70.14,71.40,1.50M
2025-12-18,MOD,133.92 USD,+4.31%,N/A,N/A,N/A,N/A,N/A,133.38,136.93,131.23,133.92,1.27M
2025-12-18,NXT,87.39 USD,+1.82%,N/A,N/A,N/A,N/A,N/A,88.19,91.59,86.28,87.39,1.73M
2025-12-18,ORA,110.09 USD,+1.35%,N/A,N/A,N/A,N/A,N/A,111.13,111.96,110.03,110.09,"619,600"
2025-12-18,OXY,39.54 USD,-2.22%,N/A,N/A,N/A,N/A,N/A,40.35,40.35,39.35,39.54,9.03M
2025-12-18,PL,17.49 USD,+6.19%,N/A,N/A,N/A,N/A,N/A,17.04,17.95,17.04,17.49,9.28M
2025-12-18,PLUG,2.26 USD,+4.63%,N/A,N/A,N/A,N/A,N/A,2.26,2.49,2.24,2.26,122.37M
2025-12-18,RDW,7.02 USD,+9.01%,N/A,N/A,N/A,N/A,N/A,6.95,7.48,6.93,7.02,14.52M
2025-12-18,RKLB,59.92 USD,+11.05%,N/A,N/A,N/A,N/A,N/A,56.20,60.25,56.03,59.92,27.94M
2025-12-18,SPIR,7.30 USD,+3.99%,N/A,N/A,N/A,N/A,N/A,7.38,7.64,7.16,7.30,1.40M
2025-12-18,T,23.73 USD,-0.41%,N/A,N/A,N/A,N/A,N/A,23.78,24.01,23.70,23.73,31.04M
2025-12-18,XOM,114.99 USD,-0.74%,N/A,N/A,N/A,N/A,N/A,115.43,115.43,114.09,114.99,13.71M
2025-12-18,XYL,135.70 USD,-0.14%,N/A,N/A,N/A,N/A,N/A,137.04,137.94,135.37,135.70,1.16M
2025-12-19,AAPL,273.16 USD,+0.54%,N/A,N/A,N/A,N/A,N/A,271.65,274.09,269.40,273.16,144.63M
2025-12-19,ALAB,164.40 USD,+12.70%,N/A,N/A,N/A,N/A,N/A,145.96,166.93,145.96,164.40,9.63M
2025-12-19,AMD,213.43 USD,+6.15%,N/A,N/A,N/A,N/A,N/A,204.60,215.18,204.20,213.43,58.45M
2025-12-19,ATKR,63.55 USD,+0.33%,N/A,N/A,N/A,N/A,N/A,63.28,64.22,63.01,63.55,"947,000"
2025-12-19,AVAV,243.01 USD,+5.34%,N/A,N/A,N/A,N/A,N/A,232.15,245.14,232.10,243.01,2.12M
2025-12-19,CAT,573.78 USD,+1.84%,N/A,N/A,N/A,N/A,N/A,570.27,579.27,567.92,573.78,5.36M
2025-12-19,COHR,185.83 USD,+5.76%,N/A,N/A,N/A,N/A,N/A,178.70,187.12,174.81,185.83,4.44M
2025-12-19,DD,40.93 USD,+1.85%,N/A,N/A,N/A,N/A,N/A,40.54,41.14,40.31,40.93,14.47M
2025-12-19,FLNC,19.96 USD,+3.37%,N/A,N/A,N/A,N/A,N/A,18.97,20.25,18.91,19.96,6.80M
2025-12-19,HUM,257.21 USD,-0.49%,N/A,N/A,N/A,N/A,N/A,257.64,260.51,256.08,257.21,1.86M
2025-12-19,IONQ,48.48 USD,+4.39%,N/A,N/A,N/A,N/A,N/A,47.14,49.44,46.88,48.48,30.43M
2025-12-19,KEY,20.57 USD,+0.19%,N/A,N/A,N/A,N/A,N/A,20.55,20.67,20.43,20.57,13.38M
2025-12-19,KO,69.58 USD,-0.43%,N/A,N/A,N/A,N/A,N/A,69.58,70.29,69.55,69.58,36.91M
2025-12-19,KTOS,75.39 USD,+5.59%,N/A,N/A,N/A,N/A,N/A,71.53,75.79,71.23,75.39,4.17M
2025-12-19,MOD,136.16 USD,+1.67%,N/A,N/A,N/A,N/A,N/A,135.13,139.42,132.62,136.16,1.47M
2025-12-19,NXT,88.70 USD,+1.50%,N/A,N/A,N/A,N/A,N/A,87.54,90.79,87.47,88.70,3.32M
2025-12-19,ORA,110.57 USD,+0.44%,N/A,N/A,N/A,N/A,N/A,110.14,111.33,110.04,110.57,1.22M
2025-12-19,OXY,39.43 USD,-0.28%,N/A,N/A,N/A,N/A,N/A,39.56,40.04,39.38,39.43,14.41M
2025-12-19,PL,19.18 USD,+9.66%,N/A,N/A,N/A,N/A,N/A,17.99,19.83,17.99,19.18,23.14M
2025-12-19,PLUG,2.20 USD,-2.65%,N/A,N/A,N/A,N/A,N/A,2.29,2.34,2.09,2.20,141.75M
2025-12-19,RDW,8.00 USD,+13.96%,N/A,N/A,N/A,N/A,N/A,7.30,8.40,7.20,8.00,35.33M
2025-12-19,RKLB,70.52 USD,+17.69%,N/A,N/A,N/A,N/A,N/A,61.12,70.56,60.75,70.52,52.76M
2025-12-19,SPIR,7.88 USD,+7.95%,N/A,N/A,N/A,N/A,N/A,7.35,8.16,7.33,7.88,1.26M
2025-12-19,T,23.62 USD,-0.45%,N/A,N/A,N/A,N/A,N/A,23.68,23.75,23.50,23.62,89.82M
2025-12-19,XOM,115.14 USD,+0.13%,N/A,N/A,N/A,N/A,N/A,115.20,116.00,114.42,115.14,45.41M
2025-12-19,XYL,137.07 USD,+1.01%,N/A,N/A,N/A,N/A,N/A,135.71,137.24,135.39,137.07,2.10M
2025-12-22,AAPL,270.47 USD,-0.99%,N/A,N/A,N/A,N/A,N/A,272.35,273.37,270.01,270.47,36.57M
2025-12-22,ALAB,172.62 USD,+5.00%,N/A,N/A,N/A,N/A,N/A,166.92,175.39,166.51,172.62,4.82M
2025-12-22,AMD,214.95 USD,+0.71%,N/A,N/A,N/A,N/A,N/A,220.00,220.17,213.31,214.95,24.95M
2025-12-22,ATKR,63.29 USD,-0.41%,N/A,N/A,N/A,N/A,N/A,64.10,64.38,62.58,63.29,"354,400"
2025-12-22,AVAV,255.39 USD,+5.09%,N/A,N/A,N/A,N/A,N/A,250.00,257.99,247.62,255.39,1.43M
2025-12-22,CAT,579.95 USD,+1.07%,N/A,N/A,N/A,N/A,N/A,582.02,583.31,573.25,579.95,2.39M
2025-12-22,COHR,190.98 USD,+2.77%,N/A,N/A,N/A,N/A,N/A,192.87,197.21,189.50,190.98,3.38M
2025-12-22,DD,41.15 USD,+0.53%,N/A,N/A,N/A,N/A,N/A,41.18,41.52,40.86,41.15,3.87M
2025-12-22,FLNC,20.45 USD,+2.45%,N/A,N/A,N/A,N/A,N/A,20.34,20.95,19.54,20.45,4.11M
2025-12-22,HUM,255.50 USD,-0.66%,N/A,N/A,N/A,N/A,N/A,253.83,260.78,253.83,255.50,1.11M
2025-12-22,IONQ,53.86 USD,+11.10%,N/A,N/A,N/A,N/A,N/A,49.88,55.60,49.67,53.86,28.90M
2025-12-22,KEY,20.80 USD,+1.10%,N/A,N/A,N/A,N/A,N/A,20.59,20.80,20.57,20.80,8.34M
2025-12-22,KO,69.73 USD,+0.21%,N/A,N/A,N/A,N/A,N/A,69.45,69.74,69.18,69.73,12.83M
2025-12-22,KTOS,81.53 USD,+8.14%,N/A,N/A,N/A,N/A,N/A,77.00,81.87,76.81,81.53,3.29M
2025-12-22,MOD,137.03 USD,+0.64%,N/A,N/A,N/A,N/A,N/A,139.54,139.64,134.50,137.03,"854,400"
2025-12-22,NXT,92.39 USD,+4.16%,N/A,N/A,N/A,N/A,N/A,90.09,95.49,89.19,92.39,2.62M
2025-12-22,ORA,111.90 USD,+1.21%,N/A,N/A,N/A,N/A,N/A,110.91,112.77,110.04,111.90,"401,000"
2025-12-22,OXY,40.08 USD,+1.64%,N/A,N/A,N/A,N/A,N/A,39.72,40.28,39.64,40.08,10.17M
2025-12-22,PL,20.60 USD,+7.40%,N/A,N/A,N/A,N/A,N/A,19.78,20.76,19.61,20.60,16.69M
2025-12-22,PLUG,2.11 USD,-4.09%,N/A,N/A,N/A,N/A,N/A,2.21,2.26,2.11,2.11,83.42M
2025-12-22,RDW,8.52 USD,+6.50%,N/A,N/A,N/A,N/A,N/A,8.52,8.84,8.16,8.52,25.49M
2025-12-22,RKLB,77.55 USD,+9.97%,N/A,N/A,N/A,N/A,N/A,72.94,78.45,72.75,77.55,48.28M
2025-12-22,SPIR,9.06 USD,+14.97%,N/A,N/A,N/A,N/A,N/A,8.24,9.53,8.24,9.06,1.46M
2025-12-22,T,23.77 USD,+0.62%,N/A,N/A,N/A,N/A,N/A,23.62,23.92,23.56,23.77,29.05M
2025-12-22,XOM,116.58 USD,+1.25%,N/A,N/A,N/A,N/A,N/A,115.78,116.88,115.78,116.58,11.77M
2025-12-22,XYL,138.10 USD,+0.75%,N/A,N/A,N/A,N/A,N/A,137.17,138.51,136.74,138.10,1.01M
2025-12-23,AAPL,271.85 USD,+0.51%,N/A,N/A,N/A,N/A,N/A,270.34,271.99,269.06,271.85,29.64M
2025-12-23,ALAB,168.83 USD,-2.20%,N/A,N/A,N/A,N/A,N/A,166.75,171.83,164.55,168.83,2.51M
2025-12-23,AMD,214.90 USD,-0.02%,N/A,N/A,N/A,N/A,N/A,212.86,217.03,212.28,214.90,20.27M
2025-12-23,ATKR,64.39 USD,+1.74%,N/A,N/A,N/A,N/A,N/A,63.35,64.71,63.10,64.39,"331,400"
2025-12-23,AVAV,261.15 USD,+2.26%,N/A,N/A,N/A,N/A,N/A,253.41,263.36,252.01,261.15,1.06M
2025-12-23,CAT,579.96 USD,+0.00%,N/A,N/A,N/A,N/A,N/A,578.04,586.22,578.04,579.96,1.73M
2025-12-23,COHR,191.87 USD,+0.47%,N/A,N/A,N/A,N/A,N/A,187.56,192.99,187.30,191.87,2.05M
2025-12-23,DD,40.71 USD,-1.06%,N/A,N/A,N/A,N/A,N/A,41.06,41.14,40.66,40.71,6.85M
2025-12-23,FLNC,19.67 USD,-3.81%,N/A,N/A,N/A,N/A,N/A,19.84,21.15,19.42,19.67,4.03M
2025-12-23,HUM,254.95 USD,-0.22%,N/A,N/A,N/A,N/A,N/A,254.33,255.93,253.42,254.95,"924,800"
2025-12-23,IONQ,51.39 USD,-4.59%,N/A,N/A,N/A,N/A,N/A,52.72,54.54,51.15,51.39,15.26M
2025-12-23,KEY,20.64 USD,-0.75%,N/A,N/A,N/A,N/A,N/A,20.81,20.84,20.63,20.64,8.42M
2025-12-23,KO,69.39 USD,-0.48%,N/A,N/A,N/A,N/A,N/A,69.72,69.78,69.21,69.39,9.47M
2025-12-23,KTOS,82.30 USD,+0.94%,N/A,N/A,N/A,N/A,N/A,80.47,83.41,79.85,82.30,2.25M
2025-12-23,MOD,137.64 USD,+0.45%,N/A,N/A,N/A,N/A,N/A,136.00,139.96,135.00,137.64,"620,200"
2025-12-23,NXT,91.04 USD,-1.46%,N/A,N/A,N/A,N/A,N/A,90.98,91.99,89.01,91.04,1.83M
2025-12-23,ORA,113.11 USD,+1.08%,N/A,N/A,N/A,N/A,N/A,112.73,114.62,112.57,113.11,"469,500"
2025-12-23,OXY,39.91 USD,-0.42%,N/A,N/A,N/A,N/A,N/A,40.11,40.25,39.53,39.91,7.80M
2025-12-23,PL,20.73 USD,+0.63%,N/A,N/A,N/A,N/A,N/A,19.80,20.99,19.60,20.73,13.81M
2025-12-23,PLUG,2.05 USD,-2.84%,N/A,N/A,N/A,N/A,N/A,2.07,2.09,2.01,2.05,82.23M
2025-12-23,RDW,8.01 USD,-5.99%,N/A,N/A,N/A,N/A,N/A,8.17,8.99,7.91,8.01,15.97M
2025-12-23,RKLB,77.18 USD,-0.48%,N/A,N/A,N/A,N/A,N/A,73.81,79.18,73.29,77.18,35.67M
2025-12-23,SPIR,8.62 USD,-4.86%,N/A,N/A,N/A,N/A,N/A,8.85,9.00,8.40,8.62,"664,700"
2025-12-23,T,23.93 USD,+0.66%,N/A,N/A,N/A,N/A,N/A,23.75,23.99,23.73,23.93,20.87M
2025-12-23,XOM,117.83 USD,+1.07%,N/A,N/A,N/A,N/A,N/A,116.89,118.43,116.74,117.83,12.57M
2025-12-23,XYL,137.61 USD,-0.35%,N/A,N/A,N/A,N/A,N/A,137.98,138.70,137.13,137.61,"683,200"
2025-12-24,AAPL,273.30 USD,+0.53%,N/A,N/A,N/A,N/A,N/A,271.83,274.92,271.70,273.30,17.91M
2025-12-24,ALAB,169.97 USD,+0.68%,N/A,N/A,N/A,N/A,N/A,169.02,172.33,167.52,169.97,1.28M
2025-12-24,AMD,215.04 USD,+0.07%,N/A,N/A,N/A,N/A,N/A,214.98,216.54,213.97,215.04,7.96M
2025-12-24,ATKR,64.50 USD,+0.17%,N/A,N/A,N/A,N/A,N/A,64.55,64.89,64.23,64.50,"113,300"
2025-12-24,AVAV,260.70 USD,-0.17%,N/A,N/A,N/A,N/A,N/A,260.96,262.99,256.00,260.70,"404,500"
2025-12-24,CAT,581.29 USD,+0.23%,N/A,N/A,N/A,N/A,N/A,580.20,584.65,578.54,581.29,"947,000"
2025-12-24,COHR,191.37 USD,-0.26%,N/A,N/A,N/A,N/A,N/A,192.96,195.24,189.58,191.37,1.57M
2025-12-24,DD,40.74 USD,+0.07%,N/A,N/A,N/A,N/A,N/A,40.87,40.87,40.46,40.74,1.92M
2025-12-24,FLNC,19.83 USD,+0.81%,N/A,N/A,N/A,N/A,N/A,19.70,20.00,19.22,19.83,1.52M
2025-12-24,HUM,257.06 USD,+0.83%,N/A,N/A,N/A,N/A,N/A,255.99,257.06,254.50,257.06,"365,400"
2025-12-24,IONQ,49.82 USD,-3.06%,N/A,N/A,N/A,N/A,N/A,51.70,51.88,48.73,49.82,10.35M
2025-12-24,KEY,20.73 USD,+0.43%,N/A,N/A,N/A,N/A,N/A,20.64,20.80,20.58,20.73,4.60M
2025-12-24,KO,69.63 USD,+0.34%,N/A,N/A,N/A,N/A,N/A,69.42,69.68,69.27,69.63,4.52M
2025-12-24,KTOS,79.97 USD,-2.83%,N/A,N/A,N/A,N/A,N/A,81.11,81.94,79.28,79.97,1.19M
2025-12-24,MOD,137.59 USD,-0.04%,N/A,N/A,N/A,N/A,N/A,136.49,138.81,135.90,137.59,"271,700"
2025-12-24,NXT,91.16 USD,+0.13%,N/A,N/A,N/A,N/A,N/A,91.10,91.57,89.28,91.16,"612,700"
2025-12-24,ORA,114.18 USD,+0.94%,N/A,N/A,N/A,N/A,N/A,114.88,115.16,113.03,114.18,"291,000"
